id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
109445,Frozen,7.2,15520,Released,11/20/2013,1274219009,102,FALSE,/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg,150000000,http://movies.disney.com/frozen,tt2294629,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",85.794,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,Only the act of true love will thaw a frozen heart.,"Animation, Family, Adventure, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,English,"princess, magic, mistake in person, queen, cartoon, musical, betrayal, snowman, reindeer, curse, snow, troll, based on children's book, mountain climbing, evil prince, based on fairy tale, aftercreditsstinger, frozen, woman director, sister sister relationship, relaxed, magic land, joyful"
374720,Dunkirk,7.456,15464,Released,7/19/2017,527000000,107,FALSE,/ddIkmH3TpR6XSc47jj0BrGK5Rbz.jpg,150000000,http://www.dunkirkmovie.com/,tt5013056,en,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",34.529,/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,"When 400,000 men couldn't get home, home came for them.","War, Action, Drama","Warner Bros. Pictures, Syncopy, RatPac Entertainment","France, Netherlands, United Kingdom, United States of America","English, French, German","army, beach, france, allies, military officer, world war ii, evacuation, pilot, british army, rescue mission, europe, based on true story, royal navy, survival, historical fiction, soldier, private, military, dunkirk, 1940s, royal air force, raf"
269149,Zootopia,7.748,15230,Released,2/11/2016,1023784195,109,FALSE,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,150000000,http://movies.disney.com/zootopia,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",98.11,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,Welcome to the urban jungle.,"Animation, Adventure, Family, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,English,"sheep, allegory, lion, hippopotamus, cartoon, bullying, polar bear, con artist, anthropomorphism, revenge, conspiracy, urban, female protagonist, rookie cop, missing person, racial prejudice, injustice, reconciliation, buddy cop, stereotype, cartoon rabbit, discrimination, cartoon bear, cartoon animal, cartoon fox, cartoon elephant"
240832,Lucy,6.44,15181,Released,7/25/2014,458863600,89,FALSE,/ozVwXlfxqNsariipatGwa5px3Pm.jpg,40000000,http://lucymovie.com,tt2872732,en,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",33.913,/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,"Action, Science Fiction","EuropaCorp, Canal+, Ciné+, TF1 Films Production",France,"Mandarin, English, French, Spanish, Korean","artificial intelligence (a.i.), telepathy, intelligence, drug mule, telekinesis, futuristic, drugs, super power, tough girl, surgery, brain capacity, synthetic drug, human brain, amused"
329,Jurassic Park,7.941,15141,Released,6/11/1993,920100000,127,FALSE,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,63000000,http://www.jurassicpark.com/,tt0107290,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",24.213,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,An adventure 65 million years in the making.,"Adventure, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America,"English, Spanish","exotic island, island, triceratops, brontosaurus, electric fence, dna, tyrannosaurus rex, paleontology, dinosaur, amusement park, theme park"
274,The Silence of the Lambs,8.3,15003,Released,2/14/1991,272742922,119,FALSE,/mfwq2nMBzArzQ7Y9RKE8SKeeTkg.jpg,19000000,,tt0102926,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",9.119,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,To enter the mind of a killer she must challenge the mind of a madman.,"Crime, Drama, Thriller","Orion Pictures, Strong Heart/Demme Production",United States of America,English,"based on novel or book, kidnapping, psychopath, fbi, murder, serial killer, psychological thriller, brutality, cannibal, moth, virginia, neo-noir"
129,Spirited Away,8.539,14913,Released,7/20/2001,274925095,125,FALSE,/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg,19000000,http://movies.disney.com/spirited-away,tt0245429,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",68.024,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,,"Animation, Family, Fantasy",Studio Ghibli,Japan,Japanese,"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime"
321612,Beauty and the Beast,6.967,14871,Released,3/16/2017,1266115964,129,FALSE,/m3tdSyl11fhgXPDSEt3aBctTqGP.jpg,160000000,http://movies.disney.com/beauty-and-the-beast-2017,tt2771200,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,56.226,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,Be our guest.,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films",United States of America,"English, French","france, magic, fairy tale, transformation, cartoon, castle, musical, remake, curse, creature, 18th century, beast, live action and animation, live action remake"
58,Pirates of the Caribbean: Dead Man's Chest,7.346,14868,Released,7/6/2006,1065659812,151,FALSE,/vv5a8u6e40kyH0Hp6HuamAgzRai.jpg,200000000,https://movies.disney.com/pirates-of-the-caribbean-dead-mans-chest,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,69.403,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,Captain Jack is back!,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,"English, Turkish, Greek, Mandarin","witch, daughter, ship, east india company, exotic island, bondage, monster, captain, fortune teller, compass, sword fight, pirate, cannibal, swashbuckler, kraken, aftercreditsstinger, based on theme park ride"
177572,Big Hero 6,7.738,14732,Released,10/24/2014,657827828,102,FALSE,/5tub2Kw6NboWFblA1CgDEwB59jP.jpg,165000000,http://movies.disney.com/big-hero-6,tt2245084,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.41,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,,"Adventure, Family, Animation, Action, Comedy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,English,"friendship, martial arts, hero, sibling relationship, san francisco, california, superhero, talent, cartoon, based on comic, revenge, tokyo, japan, best friend, another dimension, robot, east asian lead, boy genius, aftercreditsstinger, moral dilemma, teen superhero, dead brother"
75656,Now You See Me,7.345,14726,Released,5/29/2013,351723989,116,FALSE,/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg,75000000,,tt1670345,en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,45.241,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,"Thriller, Crime","Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana",United States of America,"French, English","new york city, paris, france, escape, magic, bank, fbi, vault, new orleans, louisiana, investigation, heist, money, conspiracy, las vegas, magician"
131631,The Hunger Games: Mockingjay - Part 1,6.796,14725,Released,11/19/2014,755356711,123,FALSE,/tFlSDoWQsAZ2qjICKzfP5Yw6zM5.jpg,125000000,http://www.thehungergames.movie/,tt1951265,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,85.889,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,Fire burns brighter in the darkness,"Science Fiction, Adventure, Thriller","Lionsgate, Color Force","Canada, United States of America",English,"based on novel or book, resistance, dystopia, post-apocalyptic future, sequel, female protagonist, bow and arrow, game, future war, revolt, class prejudice, human subjugation, based on young adult novel"
335983,Venom,6.826,14724,Released,9/28/2018,856085151,112,FALSE,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,116000000,https://www.sonypictures.com/movies/venom,tt1270797,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",48.649,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,The world has enough Superheroes.,"Science Fiction, Action","Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions","China, United States of America","Mandarin, English, Malay","spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment"
1124,The Prestige,8.203,14696,Released,10/19/2006,109676311,130,FALSE,/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg,40000000,http://wwws.warnerbros.de/theprestige/,tt0482571,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",48.832,/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,Are You Watching Closely?,"Drama, Mystery, Science Fiction","Warner Bros. Pictures, Touchstone Pictures, Newmarket Films, Syncopy","United Kingdom, United States of America",English,"dying and death, suicide, class society, magic, competition, obsession, hostility, class, diary, twist, tricks, illusion, rivalry, partner, steampunk, cruelty, hanging, jail cell, 19th century, nikola tesla, magician, tesla coil, bittersweet, secret, london, mind-blowing, depressing"
6479,I Am Legend,7.201,14675,Released,12/12/2007,585410052,101,FALSE,/lhVVIWKR13khBvjFz8XyZ2GM0JS.jpg,150000000,http://iamlegend.warnerbros.com,tt0480249,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",59.815,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,The last man on Earth is not alone,"Drama, Science Fiction, Thriller","Village Roadshow Pictures, Weed Road Pictures, Original Film, Warner Bros. Pictures, Heyday Films, Overbrook Entertainment",United States of America,English,"new york city, saving the world, based on novel or book, dystopia, post-apocalyptic future, lost civilisation, infection, matter of life and death, alone, helplessness, loneliness, zombie, virus, pandemic, pets"
857,Saving Private Ryan,8.209,14658,Released,7/24/1998,481840909,169,FALSE,/bdD39MpSVhKjxarTxLSfX6baoMP.jpg,70000000,,tt0120815,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",59.745,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,The mission is a man.,"Drama, History, War","Paramount, Amblin Entertainment, Mutual Film Company, DreamWorks Pictures, The Mark Gordon Company",United States of America,"Czech, German, English, French","epic, army, airplane, self sacrifice, war veteran, war crimes, war ship, bravery, world war ii, normandy, france, parachute, troops, waffen ss, omaha beach, rescue mission, war memorial, cowardice, deserted town, based on true story, d-day, soldier, death, military, military operation, 1940s"
299537,Captain Marvel,6.843,14657,Released,3/6/2019,1131416446,124,FALSE,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,152000000,https://www.marvel.com/movies/captain-marvel,tt4154664,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",50.399,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,Higher. Further. Faster.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"superhero, based on comic, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, hero's journey, 1990s, alien technology"
339403,Baby Driver,7.5,14634,Released,6/28/2017,226945087,113,FALSE,/oVD3ClJBoomSQHtnJPAlMfes8YD.jpg,34000000,http://www.babydriver-movie.com,tt3890160,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",44.974,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,All you need is one killer track.,"Action, Crime","Big Talk Productions, Working Title Films",United Kingdom,English,"robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery, getaway driver, sign languages, armed robbery, hearing impaired"
424,Schindler's List,8.573,14594,Released,12/15/1993,321365567,195,FALSE,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,22000000,http://www.schindlerslist.com/,tt0108052,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,65.084,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,"Whoever saves one life, saves the world entire.","Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English","factory, hero, based on novel or book, nazi, concentration camp, ss (nazi schutzstaffel), holocaust (shoah), world war ii, ghetto, jew persecution, kraków, poland, defense industry, auschwitz-birkenau concentration camp, biography, based on true story, industrialist, historical fiction, black and white, train, poland, weapons manufacturer, absurd"
1892,Return of the Jedi,7.892,14591,Released,5/25/1983,572700000,132,FALSE,/psYeKwKclG4XaIop5suj1J0Kg2C.jpg,32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,tt0086190,en,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",40.104,/jQYlydvHm3kUix1f8prMucrplhm.jpg,The Empire Falls...,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"spacecraft, sibling relationship, rebel, emperor, space battle, matter of life and death, forest, desert, space opera"
429617,Spider-Man: Far From Home,7.447,14495,Released,6/28/2019,1131927996,129,FALSE,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg,160000000,https://www.marvel.com/movies/spider-man-far-from-home,tt6320628,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",49.913,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,It’s time to step up.,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"Czech, Dutch, English, German, Italian","venice, italy, superhero, school trip, europe, based on comic, sequel, destruction, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), tower of london"
37724,Skyfall,7.227,14466,Released,10/24/2012,1142471295,143,FALSE,/hoQhlAskVNgLQhArnH7reWP4pUp.jpg,200000000,https://www.mgm.com/movies/skyfall,tt1074638,en,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",33.456,/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,Think on your sins.,"Action, Adventure, Thriller","Metro-Goldwyn-Mayer, Eon Productions, Danjaq, Columbia Pictures","United Kingdom, United States of America",English,"spy, secret agent, sociopath, mi6, killer, art gallery, british secret service, uzi, booby trap, impersonating a police officer, macao, komodo dragon"
49047,Gravity,7.162,14463,Released,10/3/2013,723192705,91,FALSE,/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg,105000000,http://gravitymovie.warnerbros.com,tt1454468,en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",31.024,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,Don't Let Go,"Science Fiction, Thriller, Drama","Esperanto Filmoj, Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"space mission, loss, space, astronaut, space station, trapped in space"
127585,X-Men: Days of Future Past,7.5,14433,Released,5/15/2014,747862775,132,FALSE,/6RZZNx2irPBou7JyFGwOIoioPYK.jpg,250000000,https://www.20thcenturystudios.com/movies/x-men-days-of-future-past,tt1877832,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,60.194,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,"To save the future, they must alter the past.","Action, Adventure, Science Fiction","Bad Hat Harry Productions, The Donners' Company, Simon Kinberg Productions, 20th Century Fox",United States of America,"English, French, Russian, Vietnamese","1970s, mutant, time travel, based on comic, superhuman, storm, political intrigue , extinction, beast, claws, aftercreditsstinger, changing the past or future"
333339,Ready Player One,7.6,14430,Released,3/28/2018,607274134,140,FALSE,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,175000000,http://readyplayeronemovie.com,tt1677720,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",50.088,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,A better reality awaits.,"Adventure, Action, Science Fiction","Amblin Entertainment, De Line Pictures, Warner Bros. Pictures, Farah Films & Management, Village Roadshow Pictures, Access Entertainment",United States of America,English,"future, based on novel or book, video game, virtual reality, dystopia, nostalgia, love, film in film, evil corporation, quest, 1980s, 2040s, based on young adult novel, columbus, ohio"
72190,World War Z,6.807,14409,Released,6/20/2013,531865000,116,FALSE,/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg,200000000,http://www.worldwarzmovie.com,tt0816711,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",55.042,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,Remember Philly!,"Action, Drama, Horror, Science Fiction, Thriller","GK Films, Paramount, Hemisphere Media Capital, 2DUX², Apparatus Productions, Latina Pictures, Skydance, Plan B Entertainment","Malta, United Kingdom, United States of America",English,"philadelphia, pennsylvania, new jersey, based on novel or book, dystopia, jerusalem, israel, apocalypse, zombie, epidemic, nuclear weapons, multiple perspectives, zombie apocalypse, virus"
640,Catch Me If You Can,7.971,14393,Released,12/16/2002,352114312,141,FALSE,/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg,52000000,,tt0264464,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",44.814,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,The true story of a real fake.,"Drama, Crime","Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",United States of America,"English, French","fbi, con man, biography, based on true story, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud"
330459,Rogue One: A Star Wars Story,7.488,14354,Released,12/14/2016,1056057273,133,FALSE,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,200000000,http://www.starwars.com/films/rogue-one,tt3748528,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,33.1,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,A Rebellion Built on Hope,"Action, Adventure, Science Fiction",Lucasfilm Ltd.,United States of America,English,"rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot, spin off, space opera, alien language, against the odds, blind man"
181808,Star Wars: The Last Jedi,6.825,14312,Released,12/13/2017,1332698830,152,FALSE,/5Iw7zQTHVRBOYpA0V6z0yypOPZh.jpg,200000000,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,tt2527336,en,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",47.241,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,Darkness rises... and light to meet it,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"bunker, space battle, defeat, failure, sequel, space opera, military operation"
49521,Man of Steel,6.614,14310,Released,6/12/2013,668045518,143,FALSE,/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg,225000000,https://www.warnerbros.com/movies/man-steel,tt0770828,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",44.96,/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,You will believe that a man can fly.,"Action, Adventure, Science Fiction","DC Entertainment, Syncopy, Peters Entertainment, Warner Bros. Pictures","United Kingdom, United States of America",English,"saving the world, flying, hope, superhero, based on comic, alien planet, superhuman, alien invasion, super power, mysterious force, reboot, save the day, dc extended universe (dceu), save the planet, origin story, alien spaceship"
20352,Despicable Me,7.227,14147,Released,7/8/2010,533679475,95,FALSE,/euCnMxNRlHNxA4f9BMnWbmxPOse.jpg,69000000,http://www.despicable.me/,tt1323594,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",47.416,/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg,Superbad. Superdad.,"Family, Animation, Comedy","Illumination, Universal Pictures",United States of America,English,"parent child relationship, orphanage, adoptive father, life's dream, rivalry, ballet, stealing, little girl, orphan, tomboy, intelligent, evil doctor, duringcreditsstinger, supervillain, despicable, illumination, minions"
558,Spider-Man 2,7.258,14096,Released,6/25/2004,788976453,127,FALSE,/8HMHE8VpkWOTmkm3c9QyEL6h1cP.jpg,200000000,https://www.sonypictures.com/movies/spiderman2,tt0316654,en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",24.172,/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg,There's a hero in all of us.,"Action, Adventure, Fantasy","Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",United States of America,"English, Russian, Mandarin","new york city, dual identity, love of one's life, secret identity, superhero, pizza boy, based on comic, sequel, doctor, scientist, tentacle, death, super villain, young adult"
324857,Spider-Man: Into the Spider-Verse,8.404,14024,Released,12/6/2018,375464627,117,FALSE,/qGQf2OHIkoh89K8XeKQzhxczf96.jpg,90000000,https://www.sonypictures.com/movies/spidermanintothespiderverse,tt4633694,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",80.675,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,More than one wears the mask.,"Action, Adventure, Animation, Science Fiction","Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions",United States of America,"English, Japanese, Spanish","superhero, based on comic, aftercreditsstinger, alternate universe"
118,Charlie and the Chocolate Factory,7.04,13967,Released,7/13/2005,474968763,115,FALSE,/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg,150000000,https://www.warnerbros.com/charlie-and-chocolate-factory,tt0367594,en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",60.854,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,Prepare for a taste of adventure.,"Adventure, Comedy, Family, Fantasy","The Zanuck Company, Theobald Film Productions, Plan B Entertainment","United Kingdom, United States of America",English,"factory worker, london, england, based on novel or book, chocolate, candy, overweight child, parent child relationship, grandparent grandchild relationship, teacher, candy bar"
244786,Whiplash,8.381,13891,Released,10/10/2014,13092000,107,FALSE,/vNXGrknx4GjWLgmuNTftWZluIUl.jpg,3300000,http://sonyclassics.com/whiplash/,tt2582802,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",54.495,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,The road to greatness can take you to the edge.,"Drama, Music","Bold Films, Blumhouse Productions, Right of Way Films, Sierra/Affinity, Stage 6 Films, Sony Pictures Classics",United States of America,English,"new york city, concert, jazz, obsession, music teacher, conservatory, montage, public humiliation, jazz band, young adult, music school, based on short film"
1422,The Departed,8.166,13792,Released,10/4/2006,291465000,151,FALSE,/6WRrGYalXXveItfpnipYdayFkQB.jpg,90000000,http://thedeparted.com,tt0407887,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",42.503,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,Lies. Betrayal. Sacrifice. How far will you take it?,"Drama, Thriller, Crime","Vertigo Entertainment, Media Asia Films, Initial Entertainment Group, Warner Bros. Pictures, Plan B Entertainment","Hong Kong, United States of America","English, Cantonese","police, undercover, boston, massachusetts, gangster, irish-american, crime boss, friends, remake, mobster, organized crime, mafia, undercover cop, mole, state police, police training, realtor"
