id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
102899,Ant-Man,7.082,18730,Released,7/14/2015,519311965,117,FALSE,/1K3JmSNUN8OpjYsCjc0Hy0SYxAb.jpg,130000000,http://marvel.com/movies/movie/180/ant-man,tt0478970,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",37.692,/8YxOIPrabqkQCOKKbuxaz9IcqhO.jpg,Heroes don't get any bigger.,"Science Fiction, Action, Adventure",Marvel Studios,United States of America,English,"superhero, ant, shrinking, based on comic, heist, miniaturization, miniature people, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
238,The Godfather,8.707,18677,Released,3/14/1972,245066411,175,FALSE,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,6000000,http://www.thegodfather.com/,tt0068646,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",158.448,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,An offer you can't refuse.,"Drama, Crime","Paramount, Alfran Productions",United States of America,"English, Italian, Latin","based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, 1940s, 1950s, mafia war"
286217,The Martian,7.678,18525,Released,9/30/2015,630600000,141,FALSE,/3dPhs7hUnQLphDFzdkD407VZDYo.jpg,108000000,https://www.20thcenturystudios.com/movies/the-martian,tt3659388,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",76,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,Bring Him Home,"Drama, Adventure, Science Fiction","Scott Free Productions, Genre Films","United Kingdom, United States of America","English, Mandarin","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s"
105,Back to the Future,8.314,18442,Released,7/3/1985,381109762,116,FALSE,/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg,19000000,http://www.backtothefuture.com/movies/backtothefuture1,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",62.543,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,He's the only kid ever to get into trouble before he was born.,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America,English,"flying car, race against time, clock tower, car race, lightning, guitar, plutonium, inventor, journey in the past, invention, time travel, bullying, mad scientist, fish out of water, terrorism, teenage love, destiny, hidden identity, love and romance, teenage life, changing the past or future, 1950s, tiempo, amused"
140607,Star Wars: The Force Awakens,7.293,18352,Released,12/15/2015,2068223624,136,FALSE,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,245000000,http://www.starwars.com/films/star-wars-episode-vii,tt2488496,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",66.772,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,Every generation has a story.,"Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot",United States of America,English,"android, spacecraft, space opera"
634649,Spider-Man: No Way Home,7.99,18299,Released,12/15/2021,1921847111,148,FALSE,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,200000000,https://www.spidermannowayhome.movie,tt10872600,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",186.065,/5weKu49pzJCt06OPpjvT80efnQj.jpg,The Multiverse unleashed.,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"English, Tagalog","new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, sequel, vigilante, superhero team, alternate reality, masked vigilante, spider web, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), fight for justice, teen superhero, superhero teamup, returning hero, crossover, teamwork"
675,Harry Potter and the Order of the Phoenix,7.686,18177,Released,7/8/2007,938212738,138,FALSE,/pkxPkHOPJjOvzfQOclANEBT8OfK.jpg,150000000,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,tt0373889,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",117.168,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,Evil Must Be Confronted.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, wizarding world"
767,Harry Potter and the Half-Blood Prince,7.697,18127,Released,7/15/2009,933959197,153,FALSE,/urDWNffjwmNi5IQaezw9GwqkUXa.jpg,250000000,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,tt0417741,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",121.735,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,Dark Secrets Revealed,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, london, england, magic, school of witchcraft, apparition, curse, teenage crush, school, werewolf, teenage love, luck, wizard, secret past, christmas, based on young adult novel, wizarding world"
263115,Logan,7.8,18116,Released,2/28/2017,619021436,137,FALSE,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,97000000,https://www.20thcenturystudios.com/movies/logan,tt3315342,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",54.194,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,His time has come.,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox",United States of America,"English, Spanish","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin"
12,Finding Nemo,7.824,18061,Released,5/30/2003,940335536,100,FALSE,/h3uqFk7sZRJvLZDdLiFB9qwbL07.jpg,94000000,http://movies.disney.com/finding-nemo,tt0266543,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",55.456,/ggQ6o8X5984OCh3kZi2UIJQJY5y.jpg,There are 3.7 trillion fish in the ocean. They're looking for one.,"Animation, Family",Pixar,United States of America,English,"sydney, australia, parent child relationship, anthropomorphism, harbor, underwater, shark, pelican, fish tank, great barrier reef, sea turtle, missing child, aftercreditsstinger, duringcreditsstinger, short term memory loss, clownfish, father son reunion, protective father"
346364,It,7.242,18018,Released,9/6/2017,701800000,135,FALSE,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,40000000,http://itthemovie.com/,tt1396484,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",74.73,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,You’ll float too,"Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",United States of America,English,"small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history, anxious, intense"
245891,John Wick,7.421,17923,Released,10/22/2014,88761661,101,FALSE,/7dzngS8pLkGJpyeskCFcjPO9qLF.jpg,20000000,https://www.lionsgate.com/movies/john-wick,tt2911666,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,55.739,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,Don't set him off.,"Action, Thriller","87Eleven, DefyNite Films, MJW Films, Thunder Road",United States of America,"Hungarian, English, Russian","hitman, bratva (russian mafia), gangster, secret organization, revenge, murder, dog, retired, widower"
259316,Fantastic Beasts and Where to Find Them,7.334,17892,Released,11/16/2016,809342332,132,FALSE,/8Qsr8pvDL3s1jNZQ4HK1d1Xlvnh.jpg,180000000,http://www.fantasticbeasts.com/,tt3183660,en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",46.103,/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg,From J.K. Rowling's wizarding world.,"Fantasy, Adventure, Family","Heyday Films, Warner Bros. Pictures","United Kingdom, United States of America",English,"witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station, central park, wizard, goblin, magical creature, 1920s, wizarding world"
12444,Harry Potter and the Deathly Hallows: Part 1,7.763,17782,Released,11/17/2010,954305868,146,FALSE,/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,250000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-1/,tt0926084,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",111.984,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,One Way… One Fate… One Hero.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, friendship, london, england, corruption, escape, teleportation, isolation, magic, bravery, radio, road trip, shelter, tension, attack, werewolf, road movie, wizard, christmas, based on young adult novel, wizarding world"
354912,Coco,8.222,17742,Released,10/27/2017,800526015,105,FALSE,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,175000000,https://www.pixar.com/feature-films/coco,tt2380307,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",166.578,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,The celebration of a lifetime,"Family, Animation, Fantasy, Music, Comedy, Adventure","Pixar, Walt Disney Pictures",United States of America,"English, Spanish","skeleton, mexico, guitar, afterlife, musician, holiday, singer, life after death, child, day of the dead, pixar"
100402,Captain America: The Winter Soldier,7.671,17692,Released,3/20/2014,714766572,136,FALSE,/1RWLMyC9KcFfcaoViMiJGSSZzzr.jpg,170000000,http://www.captainamericathewintersoldiermovie.com,tt1843866,en,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",31.482,/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,In heroes we trust.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"future, washington dc, usa, superhero, shield, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), political thriller"
557,Spider-Man,7.279,17653,Released,5/1/2002,821708551,121,FALSE,/jHxCeXnSchAuwHnmVatTgqMYdX8.jpg,139000000,https://www.sonypictures.com/movies/spiderman,tt0145487,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",63.478,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,With great power comes great responsibility.,"Fantasy, Action","Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",United States of America,English,"new york city, adolescence, photographer, loss of loved one, photography, secret identity, hostility, superhero, spider, bad boss, villain, based on comic, teenage boy, teenage love, evil, super villain, taking responsibility"
10681,WALL·E,8.078,17446,Released,6/22/2008,521311860,98,FALSE,/fK5ssgvtI43z19FoWigdlqgpLRE.jpg,180000000,https://www.pixar.com/feature-films/walle/,tt0910970,en,WALL·E,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",58.517,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"After 700 years of doing what he was built for, he'll discover what he was meant for.","Animation, Family, Science Fiction","Pixar, Walt Disney Pictures",United States of America,English,"garbage, dystopia, space travel, distant future, loneliness, robot, aftercreditsstinger, duringcreditsstinger"
210577,Gone Girl,7.892,17381,Released,10/1/2014,369330363,149,FALSE,/h2JaQWLKhapm7AuSViJwGiv8ngC.jpg,61000000,http://www.gonegirlmovie.com/,tt2267998,en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",46.611,/qymaJhucquUwjpb8oiqynMeXnID.jpg,You don't know what you've got 'til it's...,"Mystery, Thriller, Drama","Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood, 20th Century Fox",United States of America,English,"infidelity, based on novel or book, wife, marriage crisis, investigation, disappearance, psychological thriller, whodunit, missing person, search party, criminal lawyer, murder suspect, missing wife, perspective, manipulative woman, killed during sex, dramatic, amused"
49051,The Hobbit: An Unexpected Journey,7.339,17356,Released,12/12/2012,1021103568,169,FALSE,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,250000000,http://www.thehobbit.com/,tt0903624,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",83.524,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,From the smallest beginnings come the greatest legends.,"Adventure, Fantasy, Action","Warner Bros. Pictures, Metro-Goldwyn-Mayer, New Line Cinema, WingNut Films","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, horseback riding, sword, burglar, legend, riddle, mountain, travel, troll, creature, thunderstorm, fantasy world, wizard, epic battle, lost ring, journey, goblin, tunnel, underground lake, buried treasure, invisibility, quest, frantic, good versus evil, backstory, epic fantasy, fantasy creature, dwarves, epic quest"
585,"Monsters, Inc.",7.835,17189,Released,11/1/2001,579707738,92,FALSE,/vUTVUdfbsY4DePCYzxxDMXKp6v6.jpg,115000000,http://movies.disney.com/monsters-inc,tt0198781,en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",86.936,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,We Scare Because We Care.,"Animation, Comedy, Family",Pixar,United States of America,English,"monster, panic, cheating, kidnapping, door, infant, villain, portal, rivalry, energy supply, friends, hijinks, best friend, chameleon, family, parallel world, conveyor belt, invisibility, energy company, conspirators"
862,Toy Story,7.971,17152,Released,10/30/1995,394400000,81,FALSE,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,30000000,http://toystory.disney.com/toy-story,tt0114709,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",78.404,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,Hang on for the comedy that goes to infinity and beyond!,"Animation, Adventure, Family, Comedy",Pixar,United States of America,English,"rescue, friendship, mission, martial arts, jealousy, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness"
281957,The Revenant,7.5,17114,Released,12/25/2015,532950503,157,FALSE,/3uM41OT0RfBkE6Gb6U89LEskJBr.jpg,135000000,https://www.foxmovies.com/movies/the-revenant,tt1663202,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",36.747,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,"(n. One who has returned, as if from the dead.)","Western, Drama, Adventure","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment","Canada, Hong Kong, Taiwan, United States of America","English, French","rape, based on novel or book, parent child relationship, winter, child murder, mountain, grizzly bear, wilderness, gore, native american, forest, based on true story, liar, fur trapping, frontier, remake, revenge, survival, murder, bear, snow, scalping, nature, wild west, bear attack, indian attack, dead horse, starvation, 19th century, wolves"
209112,Batman v Superman: Dawn of Justice,5.952,17081,Released,3/23/2016,873637528,152,FALSE,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,250000000,https://www.warnerbros.com/movies/batman-v-superman-dawn-justice,tt2975590,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",78.589,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,Who will win?,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy","Canada, United Kingdom, United States of America",English,"superhero, based on comic, revenge, vigilante, leading man, super power, questioning, philosophical, dc extended universe (dceu), complex, man vs man, leading men, hero vs hero"
8587,The Lion King,8.256,16991,Released,6/24/1994,763455561,89,FALSE,/yDaMQbBfyGzGWKxUsPMxzWVuJlY.jpg,45000000,http://movies.disney.com/the-lion-king,tt0110357,en,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",87.384,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,Life's greatest adventure is finding your place in the Circle of Life.,"Family, Animation, Drama","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,English,"father murder, loss of loved one, africa, lion, manipulation, redemption, musical, uncle, murder, warthog, shaman, king, scar, family, hyena, meerkat, nature, mandrill, powerful"
98,Gladiator,8.209,16962,Released,5/4/2000,465361176,155,FALSE,/3ZVEtQxVPpEp5LNpAULDcxadTU3.jpg,103000000,,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",53.587,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,A hero will rise.,"Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures","United Kingdom, United States of America",English,"epic, gladiator, rome, italy, arena, senate, roman empire, parent child relationship, emperor, slavery, ancient rome, revenge, battlefield, slave auction, historical fiction, ancient world, combat, chariot, philosopher, barbarian horde, 2nd century, successor, commodus, maximus"
37165,The Truman Show,8.133,16827,Released,6/4/1998,264118201,103,FALSE,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,60000000,,tt0120382,en,The Truman Show,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",42.954,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,On the air. Unaware.,"Comedy, Drama","Paramount, Scott Rudin Productions",United States of America,English,"paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe"
9806,The Incredibles,7.704,16584,Released,10/27/2004,631442092,115,FALSE,/se5Hxz7PArQZOG3Nx2bpfOhLhtV.jpg,92000000,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,tt0317705,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",62.609,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"No gut, no glory","Action, Adventure, Animation, Family","Pixar, Walt Disney Pictures",United States of America,"French, English","island, hero, secret identity, superhero, wretch, cartoon, lawsuit, family relationships, super power, 1950s, 1960s, superhero family"
329865,Arrival,7.6,16564,Released,11/10/2016,203388186,116,FALSE,/5B14ls1dftgOyTSRdzV9EPCa5pR.jpg,47000000,http://www.arrivalmovie.com/,tt2543164,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",47.983,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,Why are they here?,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, Reliance Entertainment, Xenolinguistics, 21 Laps Entertainment, Paramount, Stage 6 Films","Canada, India, United States of America","Mandarin, English, Russian","spacecraft, loss, time, alien, language, female protagonist, scientist, heartbreak, based on short story, military, alien language, linguist, first contact, communication, linguistics, time-manipulation, time manipulation"
496243,Parasite,8.515,16430,Released,5/30/2019,257591776,133,FALSE,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,11363000,https://www.parasite-movie.com/,tt6751668,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",64.627,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,Act like you own the place.,"Comedy, Thriller, Drama",Barunson E&A,South Korea,"English, German, Korean","dark comedy, private lessons, birthday party, con artist, working class, psychological thriller, class differences, housekeeper, tutor, family, crime family, unemployed, satirical, desperate, wealthy family, complex, south korea, seoul, south korea, critical, egotistical, hilarious, intense, baffled, callous, dubious, farcical, mean spirited, straightforward, urgent"
76338,Thor: The Dark World,6.538,16359,Released,10/30/2013,644783140,112,FALSE,/4zTsF0RtO0av3YX1NaKDqGKPxYF.jpg,170000000,https://www.marvel.com/movies/thor-the-dark-world,tt1981115,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",59.968,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,Delve into the darkness,"Action, Adventure, Fantasy",Marvel Studios,United States of America,English,"superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place"
1930,The Amazing Spider-Man,6.691,16352,Released,6/23/2012,757930663,136,FALSE,/sLWUtbrpiLp23a0XDSiUiltdFPJ.jpg,215000000,https://www.sonypictures.com/movies/theamazingspiderman,tt0948470,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",78.989,/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,The untold story begins.,"Action, Adventure, Fantasy","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America,English,"experiment, loss of loved one, superhero, based on comic, vigilante, teenage girl, violent death, teenage boy, super power, spider bite, masked vigilante, reboot, genetic engineering, social outcast, death of husband, duringcreditsstinger, virus, teen superhero, teenage angst, vigilante justice"
381288,Split,7.337,16345,Released,1/19/2017,278454358,117,FALSE,/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,9000000,http://www.splitmovie.com/,tt4972582,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",44.51,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,"Horror, Thriller","Universal Pictures, Blinding Edge Pictures, Blumhouse Productions",United States of America,English,"child abuse, kidnapping, gore, sequel, stalking, teenage girl, super power, mental illness, split personality, multiple personality, traumatic childhood, dissociative identity disorder"
383498,Deadpool 2,7.492,16324,Released,5/10/2018,785896609,120,FALSE,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,110000000,https://www.20thcenturystudios.com/movies/deadpool-2,tt5463162,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,66.096,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,Prepare for the Second Coming.,"Action, Comedy, Adventure","Maximum Effort, Genre Films, 20th Century Fox",United States of America,"Cantonese, English, Russian, Spanish","hero, superhero, mutant, mercenary, based on comic, sequel, aftercreditsstinger, duringcreditsstinger"
